状态,代码,名称,科技归属,科技证据,日线买信号,日线日期,日线价格,周线买信号,周线日期,周线价格,最高单信号分,综合分
近1月日线+周线,SH.601108,财通证券,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 区块链；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,MACD绿柱扩大_零上,2026-05-26,8.05,MACD绿柱缩小_零下,2026-05-15,8.24,33.25,60.7
近1月日线+周线,SH.603007,花王股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 传感器,MACD绿柱扩大_零上,2026-05-29,5.96,二买,2026-05-08,5.6,34.1,59.9
近1月日线+周线,SH.600184,光电股份,光模块/CPO产业链 / 机器人/自动化产业链,光模块/CPO产业链 / 光模块/CPO / 光纤概念 / 光通信模块；机器人/自动化产业链 / 自动化/机器人 / 机器视觉,MACD绿柱扩大_零上,2026-05-29,26.88,缺口买:普通,2026-05-15,28.1,33.25,59.1
近1月日线+周线,SZ.002052,同洲电子,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 智能电视,MACD绿柱扩大_零上,2026-05-29,9.86,MACD绿柱缩小_零下,2026-05-22,10.81,30,58.6
近1月日线+周线,SZ.300598,诚迈科技,AI算力/数据中心产业链 / 消费电子/华为链 / 机器人/自动化产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件；AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念 / 百度概念；消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念 / 虚拟现实,一买,2026-05-29,31.51,MACD绿柱缩小_零下,2026-05-22,37.1,30,57.2
近1月日线+周线,SZ.300324,旋极信息,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网 / 半导体产业链,AI算力/数据中心产业链 / AI应用/智能体 / 财税数字化 / 时空大数据 / 数字孪生；AI算力/数据中心产业链 / AI服务器/数据中心 / 网络安全；军工装备产业链 / 商业航天/卫星互联网 / 空间站概念,MACD绿柱扩大_零上,2026-05-27,4.59,MACD绿柱缩小_零下,2026-05-29,4.49,30,57.1
近1月日线+周线,SZ.300507,苏奥传感,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 传感器,MACD绿柱扩大_零上,2026-05-29,7.83,MACD绿柱缩小_零下,2026-05-22,8.88,30,56.8
近1月日线+周线,SH.688157,松井股份,消费电子/华为链 / 军工装备产业链:商业航天/卫星互联网 / PCB/CCL/服务器材料产业链,消费电子/华为链 / 消费电子/华为链 / AI眼镜 / 华为概念 / 小米概念 / 苹果概念；军工装备产业链 / 商业航天/卫星互联网 / 低空经济；PCB/CCL/服务器材料产业链 / PCB/CCL / PCB,MACD绿柱缩小_零下,2026-05-20,34.7,MACD绿柱扩大_零上,2026-05-29,27.88,30,56.1
近1月日线+周线,SZ.002698,博实股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人,MACD绿柱扩大_零上,2026-05-27,13.19,MACD绿柱缩小_零下,2026-05-22,14.23,30,55.7
近1月日线+周线,SZ.300455,航天智装,军工装备产业链:商业航天/卫星互联网 / 半导体产业链,军工装备产业链 / 商业航天/卫星互联网 / 卫星互联网 / 北斗导航；半导体产业链 / 存储芯片 / 存储芯片,MACD绿柱扩大_零上,2026-05-27,23.15,MACD绿柱扩大_零上,2026-05-29,21.7,31.5,55.7
近1月日线+周线,SH.688375,国博电子,军工装备产业链:航空航天/船舶 / 通信网络/5G产业链 / 半导体产业链,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ / 军工；通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念；半导体产业链 / 芯片设计 / 国产芯片,MACD绿柱扩大_零上,2026-05-21,106,MACD绿柱扩大_零上,2026-05-29,91,31.5,55
近1月日线+周线,SZ.002376,新北洋,AI算力/数据中心产业链 / 机器人/自动化产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智慧政务 / 数字货币；机器人/自动化产业链 / 自动化/机器人 / 机器视觉,MACD绿柱扩大_零上,2026-05-20,6.824,MACD绿柱缩小_零下,2026-05-15,6.854,30,54.8
近1月日线+周线,SH.603888,新华网,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / AI语料 / 数据要素 / 虚拟数字人；AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI / AIGC概念；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,一买,2026-05-28,18.12,MACD绿柱扩大_零上,2026-05-29,18.26,28,54.1
近1月日线+周线,SZ.300450,先导智能,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 机器视觉,MACD绿柱缩小_零下 / MACD绿柱扩大_零上,2026-05-29,50.81,MACD绿柱扩大_零上,2026-05-29,50.81,30,54
近1月日线+周线,SH.603038,华立股份,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 大数据；消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念,MACD绿柱扩大_零上,2026-05-29,15.32,MACD绿柱缩小_零下,2026-05-15,16.05,30,53.6
近1月日线+周线,SZ.300200,高盟新材,消费电子/华为链 / 半导体产业链,消费电子/华为链 / 消费电子/华为链 / OLED；半导体产业链 / 半导体设备 / 光刻机(胶),MACD绿柱扩大_零上,2026-05-29,9.24,MACD绿柱缩小_零下,2026-05-22,10.53,30,53.1
近1月日线+周线,SH.603661,恒林股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 小米概念,缺口买:普通,2026-05-26,37.47,MACD绿柱扩大_零上,2026-05-08,30.14,28,52.6
近1月日线+周线,SZ.002289,*ST宇顺,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子,趋势买 / MACD绿柱扩大_零上,2026-05-28,40.9,缺口买:持续,2026-05-08,42.33,33.25,52.3
近1月日线+周线,SZ.002490,山东墨龙,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 专用设备,一买,2026-05-27,7.64,MACD绿柱扩大_零上,2026-05-29,7.79,28,52.1
近1月日线+周线,SZ.301006,迈拓股份,AI算力/数据中心产业链 / 机器人/自动化产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智慧城市；机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-22,17.26,MACD绿柱扩大_零上,2026-05-29,15.24,28,51.5
近1月日线+周线,SH.600718,东软集团,AI算力/数据中心产业链 / 机器人/自动化产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / ChatGPT概念 / AIGC概念 / 边缘计算；AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 智慧政务 / 工业互联 / 区块链；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念 / 云计算,一买,2026-05-28,8.09,MACD绿柱缩小_零下,2026-05-22,8.61,30,51.1
近1月日线+周线,SH.688095,福昕软件,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / 区块链 / 大数据；消费电子/华为链 / 消费电子/华为链 / 增强现实 / 虚拟现实；AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念,MACD绿柱扩大_零上,2026-05-29,70.49,MACD绿柱缩小_零下,2026-05-22,77.4,30,50.7
近1月日线+周线,SZ.301025,读客文化,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI语料 / 数字阅读,MACD绿柱扩大_零上,2026-05-22,10.43,MACD绿柱扩大_零上,2026-05-29,9.5,31.5,50.5
近1月日线+周线,SH.603237,五芳斋,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 虚拟数字人,MACD绿柱缩小_零下,2026-05-29,16.13,一买,2026-05-22,15.44,30,50.4
近1月日线+周线,SH.601866,中远海发,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字经济,一买,2026-05-28,2.5,MACD绿柱扩大_零上,2026-05-29,2.52,28,50.3
近1月日线+周线,SH.600745,闻泰科技,半导体产业链 / 消费电子/华为链 / AI算力/数据中心产业链,半导体产业链 / 第三代半导体 / 分立器件 / IGBT概念 / 第三代半导体 / 氮化镓；消费电子/华为链 / 端侧AI/AI终端；半导体产业链 / 芯片设计 / 汽车芯片,缺口买:普通,2026-06-01,21.7,缺口买:普通 / 缺口买:衰竭,2026-06-01,21.7,16.25,50.2
近1月日线+周线,SH.603738,泰晶科技,消费电子/华为链 / 光模块/CPO产业链 / 通信网络/5G产业链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / 被动元件概念；光模块/CPO产业链 / 光模块/CPO / 光通信模块 / CPO概念；通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念,MACD绿柱扩大_零上,2026-05-29,43.42,缺口买:普通,2026-05-15,55.58,28,50
近1月日线+周线,SZ.300173,ST福能,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 无线耳机 / 3D玻璃,一买,2026-05-27,3.58,一买,2026-05-29,3.58,28,49.9
近1月日线+周线,SH.603256,宏和科技,通信网络/5G产业链 / 消费电子/华为链 / PCB/CCL/服务器材料产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念；消费电子/华为链 / 消费电子/华为链 / 苹果概念；PCB/CCL/服务器材料产业链 / PCB/CCL / PCB,二买 / MACD绿柱扩大_零上,2026-05-21,144.88,缺口买:持续,2026-05-29,202.15,42.9,49
近1月日线+周线,SZ.301052,果麦文化,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / AI语料,一买,2026-05-28,27.22,MACD绿柱缩小_零下,2026-05-08,33.88,30,48.9
近1月日线+周线,SZ.301007,德迈仕,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 无人机,MACD绿柱扩大_零上,2026-05-29,34.56,MACD绿柱缩小_零下,2026-05-08,37.65,30,48.8
近1月日线+周线,SZ.300571,平治信息,通信网络/5G产业链 / AI算力/数据中心产业链 / 消费电子/华为链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信服务 / 通信应用增值服务 / WiFi；AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / 数字水印 / 元宇宙概念 / 数字阅读；消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念 / 虚拟现实,MACD绿柱扩大_零上,2026-05-29,46.87,缺口买:持续,2026-05-08,58,24.5,48.3
近1月日线+周线,SH.600571,信雅达,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字水印 / 数据安全 / 数字货币 / AI智能体；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 百度概念；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 国产软件,一买,2026-05-27,11.43,MACD绿柱缩小_零下,2026-05-15,12.87,30,48
近1月日线+周线,SH.600959,江苏有线,AI算力/数据中心产业链 / 通信网络/5G产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 国资云概念 / 智慧政务 / 大数据；AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / AIGC概念 / 数据中心；通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念,一买,2026-05-28,3.49,MACD绿柱扩大_零上,2026-05-29,3.53,28,46.6
近1月日线+周线,SH.688132,邦彦技术,军工装备产业链:航空航天/船舶 / AI算力/数据中心产业链,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 军工；AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / AI智能体；AI算力/数据中心产业链 / AI服务器/数据中心 / 网络安全,MACD绿柱扩大_零上,2026-05-27,16.02,MACD绿柱缩小_零下,2026-05-22,17.39,30,46.4
近1月日线+周线,SH.603648,畅联股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 苹果概念,MACD绿柱扩大_零上,2026-05-21,9.63,MACD绿柱缩小_零下,2026-05-15,10.06,30,46.1
近1月日线+周线,SZ.002315,焦点科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / ERP概念；AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念,一买,2026-05-28,26.33,MACD绿柱缩小_零下,2026-05-22,29.16,30,45.9
近1月日线+周线,SZ.002941,新疆交建,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / ETC,MACD绿柱缩小_零下,2026-05-25,13.18,MACD绿柱扩大_零上,2026-05-08,14.08,30,45
近1月日线+周线,SZ.300229,拓尔思,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI语料 / Web3.0 / 虚拟数字人；AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI / ChatGPT概念 / AIGC概念 / 电子身份证；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 云计算,一买,2026-05-28,16.5,MACD绿柱缩小_零下,2026-05-22,18.37,30,44.6
近1月日线+周线,SZ.301161,唯万密封,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械器件 / 工程机械 / 工程机械概念,MACD绿柱扩大_零上,2026-05-29,30.66,MACD绿柱缩小_零下,2026-05-29,30.66,30,44.5
近1月日线+周线,SH.603236,移远通信,通信网络/5G产业链 / AI算力/数据中心产业链 / 消费电子/华为链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信终端及配件 / 通信 / 通信设备；AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念 / 边缘计算；AI算力/数据中心产业链 / AI应用/智能体 / 智慧城市,背驰买,2026-05-18,71.55,MACD绿柱缩小_零下,2026-05-29,75.1,30,43.8
近1月日线+周线,SH.600825,新华传媒,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI语料,一买,2026-05-28,5.1,MACD绿柱缩小_零下,2026-05-15,5.647,30,41.8
近1月日线+周线,SH.600968,海油发展,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 北斗导航,一买,2026-05-29,3.88,MACD绿柱扩大_零上,2026-05-29,3.92,29.75,41.6
近1月日线+周线,SH.688038,中科通达,AI算力/数据中心产业链 / 消费电子/华为链 / 机器人/自动化产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI应用 / 数据要素 / 数字经济；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 多模态AI / 生物识别；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 国产软件,MACD绿柱缩小_零下,2026-05-22,20.39,MACD绿柱扩大_零上,2026-05-29,18.59,30,40.9
近1月日线+周线,SZ.300053,航宇微,半导体产业链 / AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,半导体产业链 / 芯片设计 / 数字芯片设计 / AI芯片 / 汽车芯片 / EDA概念；AI算力/数据中心产业链 / AI应用/智能体 / 时空大数据 / 安防概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 东数西算 / 生物识别,MACD绿柱扩大_零上,2026-05-28,16.84,MACD绿柱扩大_零上,2026-05-29,16.68,29.75,40.5
近1月日线+周线,SH.600841,动力新科,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 发电机概念,一买,2026-05-27,7.06,MACD绿柱扩大_零上,2026-05-22,7.53,28,37.3
近1月日线+周线,SZ.002977,天箭科技,半导体产业链 / 军工装备产业链:航空航天/船舶,半导体产业链 / 第三代半导体 / 第三代半导体 / 氮化镓；军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ,MACD绿柱扩大_零上,2026-05-27,26.82,MACD绿柱缩小_零下,2026-05-15,29.97,30,37.1
近1月日线+周线,SH.600106,重庆路桥,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / ETC,MACD绿柱扩大_零上,2026-05-20,5.89,MACD绿柱缩小_零下,2026-05-15,5.91,35,36.7
近1月日线+周线,SZ.301159,三维天地,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI应用 / 数据要素 / 数据确权；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 云计算,一买,2026-05-29,33.7,MACD绿柱扩大_零上,2026-05-29,33.9,31.5,36.4
近1月日线+周线,SH.688067,爱威科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器视觉,MACD绿柱扩大_零上,2026-05-27,25.26,MACD绿柱扩大_零上,2026-05-29,24.23,29.75,35.7
近1月日线+周线,SH.688128,中国电研,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化,MACD绿柱扩大_零上,2026-05-29,25,MACD绿柱缩小_零下,2026-05-22,27.17,30,35.7
近1月日线+周线,SZ.301339,通行宝,AI算力/数据中心产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 数字经济 / 数字孪生 / 智慧城市；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创；通信网络/5G产业链 / 通信设备/网络建设 / ETC,一买,2026-05-28,11.5,MACD绿柱缩小_零下,2026-05-15,12.65,30,34.5
近1月日线+周线,SZ.300409,道氏技术,半导体产业链,半导体产业链 / 芯片设计 / AI芯片,MACD绿柱缩小_零下,2026-05-27,24.88,MACD绿柱扩大_零上,2026-05-29,22.28,30,33.1
近1月日线+周线,SH.601169,北京银行,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 小米概念,一买,2026-05-29,4.98,一买,2026-05-29,4.98,28,32.4
近1月日线+周线,SZ.002624,完美世界,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念；消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念,MACD绿柱缩小_零下,2026-05-29,14.01,MACD绿柱扩大_零上,2026-05-29,14.01,30,32.3
近1月日线+周线,SZ.300965,恒宇信通,军工装备产业链:商业航天/卫星互联网 / 军工装备产业链:航空航天/船舶,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 卫星互联网 / 北斗导航；军工装备产业链 / 航空航天/船舶 / 国防军工 / 无人机,MACD绿柱扩大_零上,2026-05-29,59.85,缺口买:衰竭,2026-06-01,52.68,26.25,31.2
近1月日线+周线,SZ.301223,中荣股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 小米概念,一买,2026-05-19,17,MACD绿柱扩大_零上,2026-05-29,17.12,28,31.1
近1月日线+周线,SH.603200,上海洗霸,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心,一买,2026-05-29,47.74,MACD绿柱缩小_零下,2026-05-15,57.35,28.8,30.8
近1月日线+周线,SZ.003031,中瓷电子,通信网络/5G产业链 / 半导体产业链 / 军工装备产业链:商业航天/卫星互联网,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信终端及配件 / 通信 / 通信设备；半导体产业链 / 第三代半导体 / IGBT概念 / 第三代半导体；军工装备产业链 / 商业航天/卫星互联网 / 卫星互联网,MACD绿柱扩大_零上,2026-05-29,141.9,缺口买:普通,2026-05-15,160.6,24.5,30.7
近1月日线+周线,SH.600129,太极集团,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,一买,2026-05-29,13.9,MACD绿柱缩小_零下,2026-05-08,15.69,30,30.5
近1月日线+周线,SH.603607,京华激光,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 小米概念,MACD绿柱扩大_零上,2026-05-29,21.53,MACD绿柱缩小_零下,2026-05-22,24.41,30,30.4
近1月日线+周线,SH.603266,天龙股份,机器人/自动化产业链 / 半导体产业链 / 通信网络/5G产业链,机器人/自动化产业链 / 自动化/机器人 / 传感器；半导体产业链 / 第三代半导体 / IGBT概念；通信网络/5G产业链 / 通信设备/网络建设 / 毫米波概念,MACD绿柱扩大_零上,2026-05-29,18.55,MACD绿柱缩小_零下,2026-05-08,20.55,30,30.2
近1月日线+周线,SH.688060,云涌科技,AI算力/数据中心产业链 / 机器人/自动化产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 国产软件；AI算力/数据中心产业链 / AI应用/智能体 / 工业互联；AI算力/数据中心产业链 / AI服务器/数据中心 / 网络安全,MACD绿柱扩大_零上,2026-05-25,44.11,MACD绿柱扩大_零上,2026-05-29,39.04,31.5,29.5
近1月日线+周线,SH.688516,奥特维,半导体产业链,半导体产业链 / 晶圆制造 / 半导体概念,MACD绿柱扩大_零上,2026-05-26,74.2,MACD绿柱扩大_零上,2026-05-29,64.49,33.25,28.6
近1月日线+周线,SZ.301066,万事利,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI智能体；AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念,MACD绿柱扩大_零上,2026-05-29,14.38,MACD绿柱缩小_零下,2026-05-22,15.62,33.25,27.1
近1月日线+周线,SH.688047,龙芯中科,半导体产业链 / AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,半导体产业链 / 芯片设计 / 数字芯片设计 / 国产芯片；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 算力概念；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创,MACD绿柱扩大_零上,2026-05-29,145.8,缺口买:普通,2026-05-08,173.82,29.75,26.9
近1月日线+周线,SH.603516,淳中科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防概念,MACD绿柱缩小_零下,2026-05-28,116.8,MACD绿柱缩小_零下,2026-05-22,121.34,30,26.7
近1月日线+周线,SH.603879,永悦科技,军工装备产业链:商业航天/卫星互联网 / 军工装备产业链:航空航天/船舶,军工装备产业链 / 商业航天/卫星互联网 / 低空经济；军工装备产业链 / 航空航天/船舶 / 无人机,MACD绿柱扩大_零上,2026-05-25,5.46,MACD绿柱缩小_零下,2026-05-22,5.55,30,26.6
近1月日线+周线,SH.605090,九丰能源,军工装备产业链:商业航天/卫星互联网 / AI算力/数据中心产业链,军工装备产业链 / 商业航天/卫星互联网 / 低空经济 / 商业航天；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念,MACD绿柱扩大_零上,2026-05-25,39.56,MACD绿柱扩大_零上,2026-05-29,36.33,31.5,26.5
近1月日线+周线,SH.600261,阳光照明,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / LED概念,MACD绿柱缩小_零下,2026-05-27,3.34,MACD绿柱扩大_零上,2026-05-29,3.28,30,26.2
近1月日线+周线,SZ.002792,通宇通讯,通信网络/5G产业链 / 军工装备产业链:商业航天/卫星互联网 / 光模块/CPO产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信设备 / 通信网络设备及器件 / 毫米波概念；军工装备产业链 / 商业航天/卫星互联网 / 卫星互联网 / 北斗导航；光模块/CPO产业链 / 光模块/CPO / 光通信模块,MACD绿柱扩大_零上,2026-05-29,41.71,MACD绿柱扩大_零上,2026-05-29,41.71,24.5,26.1
近1月日线+周线,SZ.300153,科泰电源,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 发电机概念,MACD绿柱扩大_零上,2026-05-29,26.96,MACD绿柱缩小_零下,2026-05-22,29.62,30,25.7
近1月日线+周线,SH.600556,天下秀,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / Web3.0 / 虚拟数字人 / 元宇宙概念 / AI智能体；AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,一买,2026-05-28,5.04,MACD绿柱扩大_零上,2026-05-29,5.2,28,23.1
近1月日线+周线,SZ.301505,苏州规划,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智慧城市,一买,2026-05-29,19.49,MACD绿柱扩大_零上,2026-05-29,19.61,28,21.1
近1月日线+周线,SH.600589,大位科技,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / 东数西算 / 数据中心 / 边缘计算；AI算力/数据中心产业链 / AI应用/智能体 / 大数据；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 云计算,MACD绿柱扩大_零上 / 缺口买:普通,2026-05-29,10.85,缺口买:持续,2026-05-08,12.51,22.75,20.8
近1月日线+周线,SH.600764,中国海防,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 量子科技；军工装备产业链 / 商业航天/卫星互联网 / 北斗导航；通信网络/5G产业链 / 通信设备/网络建设 / 毫米波概念,一买,2026-05-29,20.38,MACD绿柱缩小_零下,2026-05-15,22.95,30,20.3
近1月日线+周线,SZ.300622,博士眼镜,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / AI眼镜 / 虚拟现实 / 智能穿戴,MACD绿柱扩大_零上,2026-05-29,17.18,MACD绿柱缩小_零下,2026-05-29,17.18,31.5,19.5
近1月日线+周线,SH.688557,兰剑智能,通信网络/5G产业链 / AI算力/数据中心产业链 / 机器人/自动化产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念；AI算力/数据中心产业链 / AI应用/智能体 / 数字孪生 / 人工智能；机器人/自动化产业链 / 自动化/机器人 / 机器人概念 / 机器视觉,MACD绿柱扩大_零上,2026-05-29,31.17,MACD绿柱缩小_零下,2026-05-22,35.19,30,18.5
近1月日线+周线,SZ.300253,卫宁健康,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI智能体,一买 / MACD绿柱扩大_零上,2026-05-29,7.8,MACD绿柱缩小_零下,2026-05-22,8.62,30,18.4
近1月日线+周线,SZ.301112,信邦智能,机器人/自动化产业链 / 半导体产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人 / 新型工业化；半导体产业链 / 芯片设计 / 汽车芯片,MACD绿柱扩大_零上,2026-05-29,33.02,MACD绿柱缩小_零下,2026-05-08,36.57,30,18.3
近1月日线+周线,SZ.002558,巨人网络,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念；消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念,一买,2026-05-28,25.76,MACD绿柱缩小_零下,2026-05-22,27.47,28,17.9
近1月日线+周线,SH.688007,光峰科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 品牌消费电子 / 消费电子 / AI眼镜,MACD绿柱扩大_零上,2026-05-29,13.81,MACD绿柱缩小_零下,2026-05-29,13.81,30,17.1
近1月日线+周线,SH.688053,ST思科瑞,军工装备产业链:航空航天/船舶 / 军工装备产业链:商业航天/卫星互联网 / 半导体产业链,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 军工；军工装备产业链 / 商业航天/卫星互联网 / 商业航天；半导体产业链 / 存储芯片 / 存储芯片,MACD绿柱扩大_零上,2026-05-29,37.13,MACD绿柱扩大_零上,2026-05-29,37.13,28,16.5
近1月日线+周线,SZ.301180,万祥科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 苹果概念；消费电子/华为链 / 端侧AI/AI终端 / AIPC,一买,2026-05-29,14.97,MACD绿柱扩大_零上,2026-05-29,15.1,28,16.1
