状态,代码,名称,科技归属,科技证据,日线买信号,日线日期,日线价格,周线买信号,周线日期,周线价格,最高单信号分,综合分
近1月仅日线,SZ.301458,钧崴电子,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / 消费电子概念 / 小米概念 / 智能穿戴,二买 / 三买,2026-05-19,40.87,,,,42.9,115.6
近1月仅日线,SH.600522,中天科技,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信线缆及配套 / 6G概念,趋势买 / MACD绿柱扩大_零上,2026-05-29,42.19,,,,29.75,114.7
近1月仅日线,SH.605305,中际联合,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械 / 工程机械整机 / 工程机械概念,MACD绿柱扩大_零上,2026-05-25,41.36,,,,28,114.2
近1月仅日线,SZ.300679,电连技术,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 荣耀概念 / 柔性屏(折叠屏),MACD绿柱扩大_零上,2026-05-27,52.85,,,,28,114.1
近1月仅日线,SZ.002957,科瑞技术,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 机器视觉,三买 / MACD绿柱扩大_零上,2026-05-22,41.68,,,,40,113.9
近1月仅日线,SZ.300916,朗特智能,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念 / 无线耳机,MACD绿柱扩大_零上,2026-05-29,34.73,,,,35,113.2
近1月仅日线,SZ.301338,凯格精机,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 苹果概念 / LED概念,二买 / MACD绿柱扩大_零上,2026-05-22,202.2,,,,34.1,112.4
近1月仅日线,SZ.300554,三超新材,半导体产业链,半导体产业链 / 第三代半导体 / 第三代半导体,二买 / 三买,2026-05-22,25.52,,,,42.9,111.4
近1月仅日线,SZ.001308,康冠科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / MiniLED / 智能电视,二买,2026-05-18,19.75,,,,42.9,109.2
近1月仅日线,SZ.300909,汇创达,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 消费电子概念 / 荣耀概念 / 无线耳机,MACD绿柱扩大_零上,2026-05-26,48,,,,28,109.2
近1月仅日线,SZ.301050,雷电微力,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ,一买 / 背驰买 / 缺口买:普通,2026-05-26,40.95,,,,28,109
近1月仅日线,SZ.002058,*ST威尔,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-27,26.86,,,,31.5,108.8
近1月仅日线,SH.688523,航天环宇,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航天装备Ⅲ / 航天装备Ⅱ / 商业航天 / 卫星互联网 / 航天航空,MACD绿柱扩大_零上,2026-05-29,56.43,,,,29.75,108.4
近1月仅日线,SH.603028,赛福天,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / 工程机械概念,MACD绿柱扩大_零上,2026-05-29,8.06,,,,24.5,107.2
近1月仅日线,SZ.301512,智信精密,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器视觉,二买 / 三买,2026-05-20,51.52,,,,42.9,107.1
近1月仅日线,SZ.000791,甘肃能源,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 东数西算,二买 / MACD绿柱扩大_零上,2026-05-27,8.8,,,,34.1,105.3
近1月仅日线,SH.603703,盛洋科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / LED / 光学光电子,MACD绿柱扩大_零上,2026-05-29,12.51,,,,26.25,104.1
近1月仅日线,SZ.301377,鼎泰高科,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工业母机,二买 / 三买,2026-05-14,223.82,,,,42.9,103.7
近1月仅日线,SZ.002055,ST得润,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装,缺口买:普通,2026-05-26,7.91,,,,1.75,102.5
近1月仅日线,SZ.300857,协创数据,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / AI眼镜,MACD绿柱扩大_零上,2026-05-29,239.65,,,,29.75,102.5
近1月仅日线,SH.688661,和林微纳,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 半导体概念,MACD绿柱扩大_零上,2026-05-28,123.56,,,,33.25,101.8
近1月仅日线,SZ.300959,线上线下,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信服务 / 通信应用增值服务 / 通信服务,缺口买:普通,2026-05-26,218.99,,,,1.75,100.1
近1月仅日线,SH.688234,天岳先进,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,二买,2026-05-19,137.62,,,,42.9,99.6
近1月仅日线,SZ.300626,华瑞股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 电机Ⅲ / 电机Ⅱ,二买 / 缺口买:普通,2026-05-26,42.72,,,,34.1,99.6
近1月仅日线,SZ.301316,慧博云通,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / 财税数字化 / 数字经济,MACD绿柱扩大_零上,2026-05-29,44.61,,,,26.25,99.1
近1月仅日线,SZ.301629,矽电股份,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,趋势买 / MACD绿柱扩大_零上,2026-05-29,367,,,,28,98.5
近1月仅日线,SH.603061,金海通,半导体产业链,半导体产业链 / 半导体设备 / 半导体设备,MACD绿柱扩大_零上,2026-05-29,295,,,,28,97.8
近1月仅日线,SZ.001226,拓山重工,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械器件 / 工程机械 / 工程机械概念,MACD绿柱扩大_零上,2026-05-29,48.87,,,,29.75,96.8
近1月仅日线,SH.600243,*ST海华,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工业母机,MACD绿柱扩大_零上,2026-05-29,3.72,,,,35,96.3
近1月仅日线,SH.688328,深科达,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 显示技术 / AI眼镜 / 柔性屏(折叠屏) / 华为概念 / OLED,二买 / 三买,2026-05-15,63.12,,,,42.9,93.5
近1月仅日线,SZ.002916,深南电路,PCB/CCL/服务器材料产业链,PCB/CCL/服务器材料产业链 / PCB/CCL / 印制电路板 / PCB,MACD绿柱扩大_零上,2026-05-21,341.48,,,,21,93.5
近1月仅日线,SH.603338,浙江鼎力,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械 / 工程机械整机 / 工程机械概念,MACD绿柱扩大_零上,2026-05-29,51.13,,,,31.5,93
近1月仅日线,SZ.300131,英唐智控,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / AI眼镜 / OLED,MACD绿柱扩大_零上,2026-05-29,17.38,,,,24.5,90.2
近1月仅日线,SH.600850,电科数字,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 数据中心 / 边缘计算 / 量子科技 / 网络安全,拒绝回调相对强度,2026-06-01,25.59,,,,90,90
近1月仅日线,SH.603267,鸿远电子,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 军民融合,拒绝回调相对强度,2026-06-01,71.8,,,,90,90
近1月仅日线,SH.603629,利通电子,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / OLED / 消费电子,拒绝回调相对强度,2026-06-01,216.66,,,,90,90
近1月仅日线,SH.603678,火炬电子,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 军民融合 / 军工,拒绝回调相对强度 / 200日新高突破,2026-06-01,53.28,,,,90,90
近1月仅日线,SH.603773,沃格光电,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 显示技术 / 消费电子概念 / 柔性屏(折叠屏),拒绝回调相对强度,2026-06-01,114.49,,,,90,90
近1月仅日线,SH.603890,春秋电子,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / AI眼镜,拒绝回调相对强度 / 200日新高突破,2026-06-01,27.29,,,,90,90
近1月仅日线,SH.603931,格林达,半导体产业链,半导体产业链 / 材料/光刻胶 / 电子化学品Ⅲ / 电子化学品Ⅱ,拒绝回调相对强度 / 200日新高突破,2026-06-01,65.81,,,,90,90
近1月仅日线,SH.688352,颀中科技,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 集成电路封测 / 半导体 / 半导体 / 显示驱动芯片封测,拒绝回调相对强度 / 200日新高突破,2026-06-01,21.62,,,,90,90
近1月仅日线,SZ.000636,风华高科,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / 被动元件概念 / MLCC,拒绝回调相对强度 / 200日新高突破,2026-06-01,55.05,,,,90,90
近1月仅日线,SZ.001210,金房能源,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 量子科技,拒绝回调相对强度 / 200日新高突破,2026-06-01,33.51,,,,90,90
近1月仅日线,SZ.002552,宝鼎科技,PCB/CCL/服务器材料产业链,PCB/CCL/服务器材料产业链 / PCB/CCL / 印制电路板 / PCB,拒绝回调相对强度 / 200日新高突破,2026-06-01,57.93,,,,90,90
近1月仅日线,SZ.002859,洁美科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件概念 / MLCC,拒绝回调相对强度 / 200日新高突破,2026-06-01,75.05,,,,90,90
近1月仅日线,SZ.301329,信音电子,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装,拒绝回调相对强度 / 200日新高突破,2026-06-01,31.38,,,,90,90
近1月仅日线,SZ.301577,美信科技,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信网络设备及器件,拒绝回调相对强度 / 200日新高突破,2026-06-01,82.53,,,,90,90
近1月仅日线,SZ.002281,光迅科技,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信设备 / 通信网络设备及器件 / F5G概念,趋势买 / MACD绿柱扩大_零上,2026-05-29,203.95,,,,24.5,88.7
近1月仅日线,SZ.301308,江波龙,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计,MACD绿柱扩大_零上,2026-05-29,551.29,,,,31.5,88.5
近1月仅日线,SH.603869,ST智知,AI算力/数据中心产业链,AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 国产软件,MACD绿柱扩大_零上,2026-05-29,10.32,,,,31.5,88.3
近1月仅日线,SH.603893,瑞芯微,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / AI芯片,MACD绿柱扩大_零上,2026-05-18,181.2,,,,28,88.2
近1月仅日线,SH.688622,禾信仪器,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,二买,2026-05-21,76.1,,,,34.1,86.5
近1月仅日线,SH.600941,中国移动,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 云计算,二买 / MACD绿柱扩大_零上,2026-05-27,97.58,,,,34.1,86.2
近1月仅日线,SZ.002484,江海股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / 被动元件概念,200日新高突破 / 缺口买:持续,2026-06-01,79.15,,,,63.119,84.4
近1月仅日线,SZ.002351,漫步者,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 品牌消费电子 / 消费电子 / 无线耳机,拒绝回调相对强度,2026-06-01,11.48,,,,84.162,84.162
近1月仅日线,SH.688130,晶华微,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,MACD绿柱扩大_零上,2026-05-29,26.57,,,,28,84.1
近1月仅日线,SZ.301630,同宇新材,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,二买 / 三买 / MACD绿柱扩大_零上,2026-05-21,246.8,,,,42.9,84.1
近1月仅日线,SH.600487,亨通光电,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信线缆及配套 / 毫米波概念,200日新高突破 / MACD绿柱扩大_零上,2026-06-01,75.56,,,,50.318,84
近1月仅日线,SH.601231,环旭电子,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念 / AI眼镜,MACD绿柱扩大_零上,2026-05-22,39.45,,,,29.75,83.7
近1月仅日线,SH.603298,杭叉集团,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械 / 工程机械整机 / 工程机械概念,MACD绿柱扩大_零上,2026-05-29,25.48,,,,35,82.6
近1月仅日线,SZ.000063,中兴通讯,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信网络设备及器件 / 6G概念,MACD绿柱扩大_零上 / 形态:头肩底,2026-05-27,34.82,,,,35,82.6
近1月仅日线,SZ.300472,*ST新元,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / AI眼镜,二买 / MACD绿柱扩大_零上,2026-05-29,8.2,,,,34.1,82.5
近1月仅日线,SH.603488,展鹏科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 混合现实 / 虚拟现实,二买 / MACD绿柱扩大_零上,2026-05-22,11.55,,,,34.1,81.7
近1月仅日线,SZ.002204,大连重工,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械概念,MACD绿柱缩小_零下,2026-05-29,6.11,,,,30,81
近1月仅日线,SH.688048,长光华芯,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,MACD绿柱扩大_零上,2026-05-28,395.58,,,,35,80.8
近1月仅日线,SZ.001270,*ST铖昌,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ,MACD绿柱扩大_零上,2026-05-22,143.2,,,,31.5,80.1
近1月仅日线,SZ.301067,显盈科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / AI眼镜,MACD绿柱缩小_零下,2026-05-25,33.5,,,,30,80.1
近1月仅日线,SH.600674,川投能源,光模块/CPO产业链,光模块/CPO产业链 / 光模块/CPO / 光纤概念,拒绝回调相对强度 / MACD绿柱扩大_零上,2026-06-01,15.74,,,,80.062,80.062
近1月仅日线,SH.603595,ST东尼,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念 / 无线耳机,三买 / 缺口买:普通,2026-05-26,24.74,,,,40,79.1
近1月仅日线,SZ.300241,瑞丰光电,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / LED / 光学光电子 / 电子纸概念 / MicroLED,二买 / 三买,2026-05-22,6.65,,,,34.1,78.4
近1月仅日线,SH.688630,芯碁微装,半导体产业链,半导体产业链 / 晶圆制造 / 半导体概念,MACD绿柱扩大_零上,2026-05-19,279.3,,,,22.75,78.3
近1月仅日线,SH.601728,中国电信,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信服务 / 通信 / 通信技术 / 5G概念,MACD绿柱扩大_零上,2026-05-29,6.05,,,,29.75,77.6
近1月仅日线,SH.605289,罗曼股份,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 空间计算 / 混合现实,二买 / MACD绿柱扩大_零上,2026-05-27,119.15,,,,34.1,77.5
近1月仅日线,SZ.301360,荣旗科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表 / 机器视觉,MACD绿柱扩大_零上,2026-05-28,64.47,,,,26.25,77.5
近1月仅日线,SZ.301106,骏成科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子,MACD绿柱扩大_零上,2026-05-28,34.78,,,,28,76.6
近1月仅日线,SH.603194,中力股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械 / 工程机械整机 / 工程机械概念,MACD绿柱扩大_零上,2026-05-29,33.5,,,,26.25,76.5
近1月仅日线,SH.688097,博众精工,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 荣耀概念 / 混合现实 / 华为概念 / 虚拟现实,二买 / MACD绿柱扩大_零上,2026-05-28,59.61,,,,34.1,75.9
近1月仅日线,SZ.002008,大族激光,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器 / 工业母机,MACD绿柱扩大_零上,2026-05-29,131.85,,,,29.75,75.8
近1月仅日线,SZ.301626,苏州天脉,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 荣耀概念,二买 / 200日新高突破,2026-06-01,321.79,,,,52.853,75.8
近1月仅日线,SH.688400,凌云光,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / 数字经济 / 虚拟数字人 / 元宇宙概念 / 人工智能,MACD绿柱扩大_零上,2026-05-29,61.43,,,,31.5,75.7
近1月仅日线,SZ.001339,智微智能,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 机器视觉,趋势买 / MACD绿柱扩大_零上,2026-05-29,104,,,,28,75.5
近1月仅日线,SZ.300885,海昌新材,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 卫星互联网,MACD绿柱扩大_零上,2026-05-29,27.2,,,,24.5,74.8
近1月仅日线,SZ.301248,杰创智能,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / 生物识别 / 数据中心 / 网络安全,MACD绿柱扩大_零上,2026-05-29,79.99,,,,35,74.7
近1月仅日线,SZ.301085,亚康股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / 国产算力/华为生态 / 华为昇腾,MACD绿柱扩大_零上,2026-05-29,74.31,,,,31.5,74.6
近1月仅日线,SH.688498,源杰科技,半导体产业链,半导体产业链 / 第三代半导体 / 分立器件,二买 / MACD绿柱扩大_零上,2026-05-26,1041.1,,,,34.1,74.3
近1月仅日线,SZ.002877,智能自控,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化,一买,2026-05-29,7.86,,,,28,73.7
近1月仅日线,SZ.002446,盛路通信,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ,MACD绿柱扩大_零上,2026-05-27,9.86,,,,29.75,73.5
近1月仅日线,SH.688300,联瑞新材,半导体产业链,半导体产业链 / 存储芯片 / 高带宽内存,200日新高突破,2026-06-01,174.5,,,,73.42,73.42
近1月仅日线,SH.688146,中船特气,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 中芯概念,200日新高突破,2026-06-01,169.99,,,,72.885,72.885
近1月仅日线,SH.688332,中科蓝讯,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,趋势买,2026-05-26,86.86,,,,21,72.4
近1月仅日线,SZ.000889,中嘉博创,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信服务 / 通信网络维护,MACD绿柱扩大_零上,2026-05-27,3.91,,,,28,72.2
近1月仅日线,SH.688168,安博通,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 数字经济 / 数据安全 / 工业互联 / 人工智能,三买 / MACD绿柱扩大_零上,2026-05-29,59.45,,,,32.5,72.1
近1月仅日线,SZ.300504,天邑股份,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信终端及配件 / 通信 / 通信设备 / WiFi,二买 / 三买 / 形态:头肩底,2026-05-21,17.3,,,,42.9,72.1
近1月仅日线,SH.688055,龙腾光电,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / MiniLED,二买,2026-05-18,4.4,,,,42.9,71.9
近1月仅日线,SH.688147,微导纳米,半导体产业链,半导体产业链 / 半导体设备 / 半导体设备,MACD绿柱扩大_零上,2026-05-29,80.4,,,,28,71.4
近1月仅日线,SZ.301419,阿莱德,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信设备 / 通信网络设备及器件 / 毫米波概念,二买 / MACD绿柱扩大_零上,2026-05-27,39.28,,,,34.1,71.4
近1月仅日线,SZ.002347,泰尔股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 机器视觉,一买,2026-05-29,6.92,,,,28,71.3
近1月仅日线,SZ.301312,智立方,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / AI眼镜 / 混合现实 / 虚拟现实 / 苹果概念,MACD绿柱扩大_零上,2026-05-21,113.5,,,,33.25,70.9
近1月仅日线,SZ.300647,超频三,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / LED概念,MACD绿柱扩大_零上,2026-05-29,6.02,,,,29.75,70.7
近1月仅日线,SZ.002253,*ST智胜,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件,二买 / MACD绿柱扩大_零上 / 形态:头肩底,2026-05-21,11.2,,,,34.1,70.2
近1月仅日线,SZ.300906,日月明,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,MACD绿柱扩大_零上,2026-05-27,32.11,,,,35,68.6
近1月仅日线,SZ.300570,太辰光,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信网络设备及器件 / 通信设备,二买 / 三买 / MACD绿柱扩大_零上,2026-05-22,161.42,,,,42.9,68.1
近1月仅日线,SH.688051,佳华科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据确权 / 区块链 / 大数据 / 智慧城市,MACD绿柱扩大_零上,2026-05-29,31.66,,,,24.5,67.6
近1月仅日线,SH.688702,盛科通信,半导体产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / 国产芯片,MACD绿柱扩大_零上,2026-05-29,281.52,,,,29.75,67.6
近1月仅日线,SZ.300817,双飞集团,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器,MACD绿柱扩大_零上,2026-05-28,19.58,,,,35,67.1
近1月仅日线,SZ.002685,华东重机,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械 / 工程机械整机,MACD绿柱扩大_零上,2026-05-29,7.93,,,,29.75,66.9
近1月仅日线,SZ.002600,领益智造,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 柔性屏(折叠屏) / 混合现实,MACD绿柱扩大_零上,2026-05-29,14.55,,,,24.5,66
近1月仅日线,SH.600776,东方通信,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 其他通信设备 / 通信设备 / 通信技术 / 5G概念,MACD绿柱扩大_零上,2026-05-27,15.18,,,,35,65.8
近1月仅日线,SH.688090,瑞松科技,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人 / 机器视觉,MACD绿柱扩大_零上,2026-05-29,85.89,,,,29.75,65.6
近1月仅日线,SH.688657,浩辰软件,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件,MACD绿柱扩大_零上,2026-05-22,39.04,,,,31.5,65.1
近1月仅日线,SH.600641,先导基电,半导体产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体,MACD绿柱扩大_零上,2026-05-29,26.9,,,,29.75,65
近1月仅日线,SZ.002217,合力泰,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 电子纸概念 / MiniLED,MACD绿柱扩大_零上,2026-05-28,2.72,,,,35,64.9
近1月仅日线,SH.601869,长飞光纤,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信线缆及配套 / 通信技术,MACD绿柱扩大_零上,2026-05-28,370.55,,,,35,64.8
近1月仅日线,SZ.301042,安联锐视,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 安防概念,MACD绿柱扩大_零上,2026-05-29,95.88,,,,35,64.8
近1月仅日线,SZ.300700,岱勒新材,半导体产业链,半导体产业链 / 封测 / 玻璃基板,MACD绿柱扩大_零上,2026-05-29,18.6,,,,28,64.6
近1月仅日线,SZ.300184,力源信息,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 无线耳机 / OLED / 智能穿戴,二买 / 三买 / 形态:头肩底,2026-05-15,13.98,,,,42.9,63.7
近1月仅日线,SZ.300331,苏大维格,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 光学元件 / 显示技术 / AI眼镜,MACD绿柱扩大_零上,2026-05-29,52.74,,,,33.25,63.3
近1月仅日线,SH.600455,博通股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件,MACD绿柱扩大_零上,2026-05-29,26.49,,,,29.75,62.8
近1月仅日线,SZ.301013,利和兴,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 荣耀概念 / 柔性屏(折叠屏) / MLCC / OLED / 小米概念,200日新高突破,2026-06-01,46.3,,,,62.556,62.556
近1月仅日线,SZ.002528,ST英飞拓,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 智慧政务 / 安防概念,MACD绿柱扩大_零上,2026-05-29,4.14,,,,29.75,61.9
近1月仅日线,SZ.301169,零点有数,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 财税数字化 / 数据要素 / 时空大数据 / 数据确权 / 智慧政务,MACD绿柱扩大_零上,2026-05-29,80.88,,,,22.75,61.6
近1月仅日线,SH.600118,中国卫星,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航天装备Ⅲ / 航天装备Ⅱ / 空间站概念 / 卫星互联网 / 北斗导航,MACD绿柱扩大_零上,2026-05-25,87.84,,,,33.25,61.1
近1月仅日线,SZ.300033,同花顺,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件,MACD绿柱扩大_零上 / 形态:头肩底,2026-05-22,226.87,,,,31.5,60.7
近1月仅日线,SZ.301178,天亿马,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 财税数字化 / 数据要素 / 数据确权 / 智慧政务 / 数字孪生,MACD绿柱扩大_零上,2026-05-27,50.68,,,,29.75,60.2
近1月仅日线,SH.603990,麦迪科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / AI智能体,200日新高突破,2026-06-01,20.65,,,,60.044,60.044
